name,leisure,latitud,longitud,fuente
Campo de Fútbol El Cabo,sports_centre,38.358780300886544,-0.4261986319863335,Ayuntamiento de Alicante / Google Maps
Campo de Fútbol Virgen del Remedio Luis Gómez,sports_centre,38.376899524318034,-0.4939754355823519,Ayuntamiento de Alicante / Google Maps
Polideportivo Carolinas,sports_centre,38.3614893244871,-0.4802272659931311,Ayuntamiento de Alicante / Google Maps
Polideportivo de Tómbola,sports_centre,38.3702374803105,-0.5018325454800254,Ayuntamiento de Alicante / Google Maps
Polideportivo Vía Parque,sports_centre,38.36878560338108,-0.47878702043319105,Ayuntamiento de Alicante / Google Maps
Zona Deportiva Voley de la Playa de San Juan,sports_centre,38.375941894189246,-0.4097095835039384,Ayuntamiento de Alicante / Google Maps
Piscina Municipal Vía Parque,swimming_pool,38.36756018120656,-0.4930951589742368,Ayuntamiento de Alicante / Google Maps
Pabellón Ciudad Jardín,sports_centre,38.37494420418152,-0.4958743626681819,Ayuntamiento de Alicante / Google Maps
